"","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","AcceptedLastCmp","Generation","AcceptedPrv","TotalDays"
"1051",1965,"2n Cycle","Married",70924,0,0,41,635,114,254,132,152,76,1,6,6,7,3,"0","0","1","0","0","0","0","Generation X",1,84
"1052",1966,"PhD","Together",28764,1,1,16,8,0,3,0,0,1,1,1,0,2,8,"1","0","0","0","0","0","0","Generation X",1,25
"1053",1949,"PhD","Married",69098,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,499
"1054",1970,"2n Cycle","Divorced",25959,1,1,1,4,2,12,7,5,26,2,1,2,2,6,"0","0","0","0","0","0","1","Generation X",0,501
"1055",1983,"Master","Married",27100,1,0,64,12,0,13,2,0,10,1,1,0,3,7,"0","0","0","0","0","0","0","Millenials",0,451
"1056",1985,"Graduation","Single",70596,0,0,68,347,44,534,17,0,26,1,3,5,12,2,"0","0","0","0","0","0","0","Millenials",0,633
"1057",1974,"Graduation","Married",42557,0,1,98,192,5,53,0,5,15,4,6,1,4,8,"0","0","0","0","0","0","0","Generation X",0,670
"1058",1951,"PhD","Married",53312,0,0,32,241,0,12,0,0,25,1,5,1,5,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,325
"1059",1952,"Graduation","Single",72228,0,0,87,631,28,491,30,14,56,1,6,7,8,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,580
"1060",1987,"Graduation","Together",67605,0,0,84,336,28,282,184,54,54,1,2,8,6,1,"0","0","0","0","0","0","0","Millenials",0,456
"1061",1949,"Master","Married",62845,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,"0","1","0","0","0","0","0","Baby Boomer Generation",1,637
"1062",1958,"Graduation","Together",65196,0,2,34,743,19,181,12,0,200,2,7,6,11,5,"1","0","0","0","0","0","0","Baby Boomer Generation",1,340
"1063",1987,"PhD","Single",42000,0,0,23,124,83,267,85,59,35,2,5,2,11,5,"0","0","0","0","0","0","1","Millenials",0,536
"1064",1973,"PhD","Divorced",35860,1,1,37,15,0,8,4,2,20,2,1,1,2,5,"1","0","0","0","0","0","0","Generation X",1,42
"1065",1964,"PhD","Married",65526,0,1,22,397,19,69,12,0,9,1,4,4,8,2,"0","0","0","0","0","0","0","Baby Boomer Generation",0,80
"1066",1961,"Graduation","Married",16860,1,1,19,10,4,4,3,3,14,3,1,1,3,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,656
"1067",1992,"Graduation","Single",83528,0,0,7,530,117,678,134,44,147,1,4,10,8,1,"1","0","0","1","0","0","1","Millenials",2,60
"1068",1965,"2n Cycle","Divorced",64176,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,"0","0","0","0","0","0","0","Generation X",0,696
"1069",1956,"Graduation","Divorced",22304,0,0,91,3,2,7,0,4,2,1,1,0,2,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,695
"1070",1978,"Graduation","Married",67023,0,0,93,444,44,382,11,8,17,1,3,7,13,2,"0","0","0","0","0","1","0","Generation X",0,118
"1071",1971,"PhD","Together",32892,1,0,78,26,0,15,2,1,2,2,3,0,3,8,"0","0","0","0","0","0","0","Generation X",0,36
"1072",1966,"Graduation","Together",70713,0,1,23,736,114,279,82,76,190,6,5,6,8,3,"0","0","0","0","0","0","0","Generation X",0,574
"1073",1955,"Graduation","Together",59925,0,1,83,473,21,176,19,21,56,3,9,2,9,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,577
"1074",1953,"Graduation","Married",39722,0,1,92,32,0,5,2,0,8,2,2,0,3,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,126
"1075",1958,"Graduation","Together",46610,0,0,4,288,10,30,4,10,125,1,6,1,6,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,347
"1076",1961,"Graduation","Together",88347,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,"0","0","0","1","0","0","0","Baby Boomer Generation",1,362
"1077",1981,"PhD","Married",87171,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,"1","0","1","0","0","0","0","Millenials",2,425
"1078",1976,"2n Cycle","Together",26907,1,1,10,9,1,7,0,3,2,2,1,0,3,7,"0","0","0","0","0","0","0","Generation X",0,314
"1079",1968,"Master","Single",50014,1,0,9,234,14,77,19,10,42,2,4,1,8,5,"0","0","0","0","0","0","0","Generation X",0,159
"1080",1978,"PhD","Married",41014,1,0,65,7,2,6,2,0,3,1,1,0,2,7,"0","0","0","0","0","0","0","Generation X",0,434
"1081",1965,"Graduation","Single",66294,0,0,68,251,108,334,65,92,117,1,4,3,5,2,"0","0","0","0","0","0","0","Generation X",0,105
"1082",1971,"Graduation","Married",36715,1,0,16,172,10,125,21,13,16,6,7,2,4,9,"0","0","0","0","0","0","1","Generation X",0,590
"1083",1956,"Graduation","Married",79456,0,0,12,565,42,548,64,83,99,1,5,6,4,3,"0","0","0","0","0","0","1","Baby Boomer Generation",0,677
"1084",1982,"Graduation","Together",40479,1,0,95,5,0,8,2,0,0,1,0,0,3,4,"0","0","0","0","0","0","0","Millenials",0,317
"1085",1970,"Master","Single",75345,0,0,16,918,57,842,99,38,133,1,5,8,6,3,"0","0","0","1","0","0","1","Generation X",1,513
"1086",1977,"Graduation","Married",54233,0,1,46,652,8,158,21,0,142,4,11,6,5,8,"0","0","0","0","0","0","0","Generation X",0,511
"1087",1970,"Graduation","Single",24163,1,1,3,4,1,7,2,1,2,2,1,0,3,4,"0","0","0","0","0","0","0","Generation X",0,261
"1088",1958,"PhD","Together",84460,0,0,80,152,27,103,106,54,81,0,9,9,4,5,"0","1","1","1","1","0","1","Baby Boomer Generation",4,542
"1089",1983,"Graduation","Together",43776,1,0,77,8,0,9,2,1,3,1,1,0,2,6,"0","0","0","0","0","0","0","Millenials",0,58
"1090",1958,"PhD","Single",71691,0,0,0,336,130,411,240,32,43,1,4,7,5,2,"0","0","0","0","0","0","1","Baby Boomer Generation",0,105
"1091",1973,"PhD","Married",85844,0,0,62,938,19,843,25,95,38,1,6,6,7,2,"0","0","1","0","0","0","0","Generation X",1,32
"1092",1974,"PhD","Single",39190,1,0,91,68,8,18,19,8,12,2,2,1,4,5,"0","0","0","0","0","0","0","Generation X",0,65
"1093",1959,"Graduation","Together",71367,0,0,24,227,23,389,42,21,75,1,4,5,7,2,"0","0","0","0","0","0","0","Baby Boomer Generation",0,311
"1094",1972,"PhD","Single",38578,1,1,2,38,4,22,3,3,3,3,3,0,3,8,"0","0","0","0","0","0","0","Generation X",0,373
"1095",1965,"PhD","Married",57236,1,1,22,105,0,9,2,1,4,3,2,1,4,3,"0","0","0","0","0","0","0","Generation X",0,110
"1096",1979,"Graduation","Single",61825,0,1,56,162,50,100,55,30,27,1,4,2,8,4,"0","0","0","0","0","0","0","Generation X",0,327
"1097",1958,"Graduation","Divorced",79803,0,1,54,574,8,216,21,16,33,1,4,3,5,1,"0","0","0","0","0","0","0","Baby Boomer Generation",0,28
"1098",1986,"2n Cycle","Single",80910,0,0,71,160,80,369,67,39,41,1,3,3,8,1,"0","0","0","0","0","0","0","Millenials",0,607
"1099",1982,"Master","Together",27590,1,0,38,6,0,5,0,0,1,1,1,0,2,7,"0","0","0","0","0","0","0","Millenials",0,433
"1100",1979,"Graduation","Married",56775,0,1,62,614,35,160,58,35,35,2,5,8,10,5,"0","0","0","0","0","0","0","Generation X",0,544
"1101",1975,"Graduation","Divorced",83829,0,0,78,897,161,430,186,161,27,0,4,7,6,1,"1","0","1","1","0","0","1","Generation X",3,265
"1102",1979,"2n Cycle","Married",54210,0,1,18,70,54,109,80,9,45,2,4,1,7,5,"0","0","0","0","0","0","0","Generation X",0,406
"1103",1986,"Graduation","Married",38508,1,0,95,120,19,206,25,19,54,6,7,2,5,8,"0","0","0","0","0","0","0","Millenials",0,332
"1104",1970,"Graduation","Together",53187,1,0,66,211,2,30,7,7,10,2,4,1,6,5,"0","0","0","0","0","0","0","Generation X",0,247
"1105",1972,"Graduation","Married",30023,1,0,28,11,0,16,7,6,21,1,2,0,3,8,"0","0","0","0","0","0","0","Generation X",0,98
"1106",1960,"PhD","Single",76045,0,0,78,760,53,400,17,93,0,1,4,5,11,2,"0","0","0","1","0","0","0","Baby Boomer Generation",1,227
"1107",1952,"PhD","Married",50870,0,1,13,53,0,8,0,0,2,1,2,0,3,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,11
"1108",1970,"2n Cycle","Married",15315,0,0,27,7,4,13,15,8,17,2,2,0,4,5,"0","0","0","0","0","0","0","Generation X",0,331
"1109",1974,"2n Cycle","Married",65463,1,0,17,391,32,70,21,32,16,2,6,2,9,5,"0","1","0","0","0","0","0","Generation X",1,151
"1110",1965,"Graduation","Married",66480,1,1,71,199,9,57,20,21,6,7,4,1,7,4,"0","0","0","0","0","0","0","Generation X",0,30
"1111",1954,"Graduation","Divorced",76773,0,0,79,516,56,449,86,33,16,1,2,2,11,1,"0","0","0","0","0","0","0","Baby Boomer Generation",0,490
"1112",1983,"2n Cycle","Single",81698,0,0,1,709,45,115,30,160,45,1,8,2,5,5,"0","0","0","1","0","0","1","Millenials",1,486
"1113",1973,"PhD","Single",54466,1,1,78,12,0,4,0,0,0,1,1,0,2,5,"0","0","0","0","0","0","0","Generation X",0,141
"1114",1960,"Master","Single",98777,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,"0","1","0","0","0","0","0","Baby Boomer Generation",1,133
"1115",1984,"PhD","Single",16269,1,0,75,19,3,18,3,1,0,3,3,0,3,8,"0","0","0","0","0","0","0","Millenials",0,304
"1116",1971,"Graduation","Together",71819,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,"0","1","1","0","0","0","0","Generation X",2,306
"1117",1983,"PhD","Married",33569,1,0,10,16,2,18,3,0,24,1,1,1,2,8,"1","0","0","0","0","0","1","Millenials",1,257
"1118",1983,"Master","Married",36262,0,0,24,88,39,54,64,28,153,1,3,5,3,6,"1","0","0","0","0","0","1","Millenials",1,283
"1119",1966,"Basic","Together",22634,0,0,47,2,23,11,8,6,46,1,2,1,2,8,"0","0","0","0","0","0","0","Generation X",0,530
"1120",1978,"2n Cycle","Married",47025,0,1,98,508,11,59,23,5,29,5,11,1,6,9,"0","0","0","0","0","0","0","Generation X",0,291
"1121",1968,"Graduation","Single",70566,0,1,4,381,28,215,84,28,21,2,6,5,9,3,"0","0","0","0","0","0","0","Generation X",0,267
"1122",1979,"PhD","Married",31605,1,0,15,74,0,42,2,1,6,2,2,1,4,7,"0","0","0","0","0","0","0","Generation X",0,585
"1123",1973,"Master","Divorced",52034,1,1,67,146,0,93,7,13,73,5,4,2,5,7,"0","0","0","0","0","0","0","Generation X",0,409
"1124",1979,"Graduation","Single",48526,1,0,32,23,17,23,43,20,9,1,2,1,4,3,"0","0","0","0","0","0","0","Generation X",0,188
"1125",1954,"Graduation","Married",46734,0,1,40,110,5,137,26,23,29,2,6,1,5,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,589
"1126",1962,"Graduation","Divorced",39552,1,1,54,165,3,147,4,24,41,7,6,2,5,8,"0","0","0","0","0","0","1","Baby Boomer Generation",0,559
"1127",1966,"Graduation","Single",86358,1,1,78,957,47,494,82,47,95,4,5,3,6,8,"0","0","0","0","0","0","0","Generation X",0,691
"1128",1977,"Graduation","Together",46931,2,1,94,41,0,17,3,1,16,2,1,1,3,3,"0","0","0","0","0","0","0","Generation X",0,67
"1129",1985,"Basic","Single",16581,0,0,51,1,3,4,2,3,11,1,0,0,3,4,"0","0","0","0","0","0","0","Millenials",0,534
"1130",1952,"2n Cycle","Divorced",63998,0,0,42,176,29,818,0,33,112,1,7,6,11,4,"0","0","0","0","0","0","1","Baby Boomer Generation",0,192
"1131",1951,"Master","Married",67381,0,1,67,815,8,53,11,0,70,4,2,2,9,7,"0","1","0","0","0","0","0","Baby Boomer Generation",1,531
"1132",1967,"Graduation","Single",25930,1,1,87,6,1,2,2,0,4,1,1,0,2,7,"0","0","0","0","0","0","0","Generation X",0,263
"1133",1978,"Graduation","Married",42693,1,0,29,8,4,20,6,3,16,1,1,0,3,5,"0","0","0","0","0","0","0","Generation X",0,23
"1134",1976,"Graduation","Together",85606,0,1,89,717,42,864,219,30,84,2,6,7,9,3,"0","0","0","1","0","0","0","Generation X",1,595
"1135",1985,"Graduation","Single",72903,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,"0","1","1","1","0","0","1","Millenials",3,244
"1136",1974,"2n Cycle","Together",49669,1,0,97,166,5,107,11,8,29,2,5,1,6,6,"0","0","0","0","0","0","0","Generation X",0,37
"1137",1968,"PhD","Married",36778,1,1,63,29,4,34,2,4,4,3,3,0,3,9,"0","0","0","0","0","0","0","Generation X",0,694
"1138",1962,"PhD","Divorced",85696,0,0,88,714,76,395,116,0,12,1,4,6,9,1,"0","0","0","0","0","0","1","Baby Boomer Generation",0,423
"1139",1989,"Master","Divorced",10979,0,0,34,8,4,10,2,2,4,2,3,0,3,5,"0","0","0","0","0","0","0","Millenials",0,39
"1140",1961,"Graduation","Married",49678,0,1,81,229,5,56,3,2,20,2,6,2,4,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,513
"1141",1953,"Master","Together",56129,0,1,65,320,48,133,39,72,48,4,6,2,10,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,375
"1142",1989,"Graduation","Married",37155,1,0,51,23,0,26,7,15,3,1,2,0,4,5,"0","0","0","0","0","0","0","Millenials",0,515
"1143",1978,"2n Cycle","Divorced",21282,1,0,76,1,5,8,4,8,20,2,2,1,2,6,"0","0","0","0","0","0","0","Generation X",0,50
"1144",1962,"PhD","Single",33419,0,1,76,56,0,12,0,0,18,2,2,0,4,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,317
"1145",1945,"Graduation","Widow",63285,0,0,84,508,124,249,50,38,134,1,6,5,13,3,"0","0","0","0","0","0","0","Silent Generation",0,237
"1146",1974,"Master","Together",21255,1,0,56,29,0,25,2,2,3,4,2,1,4,4,"0","0","0","0","0","0","0","Generation X",0,160
"1147",1981,"Graduation","Together",42162,1,0,31,46,7,59,2,4,27,2,3,1,3,6,"1","0","0","0","0","0","1","Millenials",1,223
"1148",1956,"Graduation","Together",54450,1,1,0,454,0,171,8,19,32,12,9,2,8,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,654
"1149",1954,"PhD","Married",57744,0,1,91,350,3,39,0,0,19,2,9,1,4,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,230
"1150",1986,"Graduation","Single",26576,1,0,40,10,0,8,0,0,9,1,1,0,2,9,"1","0","0","0","0","0","1","Millenials",1,625
"1151",1943,"PhD","Widow",57513,0,0,59,735,40,183,52,20,30,2,9,3,13,6,"0","0","0","0","0","0","0","Silent Generation",0,359
"1152",1964,"Graduation","Together",68142,0,1,96,897,126,196,91,112,37,3,10,4,7,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,670
"1153",1979,"Graduation","Married",7500,0,1,61,5,2,3,3,0,5,1,1,0,2,8,"0","0","0","0","0","0","0","Generation X",0,670
"1154",1974,"Graduation","Together",83145,0,0,14,777,35,731,39,137,114,1,5,9,11,2,"0","0","1","0","0","0","1","Generation X",1,646
"1155",1960,"Master","Married",54197,0,1,16,162,6,37,6,13,13,2,1,3,6,1,"0","0","0","0","0","0","0","Baby Boomer Generation",0,88
"1156",1963,"PhD","Single",23091,1,1,98,35,0,11,0,0,2,4,2,1,3,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,33
"1157",1976,"Graduation","Married",46049,1,1,11,342,9,112,19,14,19,10,5,2,9,7,"0","0","0","0","0","0","1","Generation X",0,344
"1158",1974,"Graduation","Together",56715,0,0,52,258,105,239,237,172,9,1,7,3,4,4,"0","0","0","0","0","0","0","Generation X",0,572
"1159",1961,"Graduation","Married",79410,0,0,19,658,80,483,123,13,13,1,3,2,5,1,"0","0","0","0","0","0","0","Baby Boomer Generation",0,32
"1160",1951,"Graduation","Married",57304,0,1,61,356,80,329,138,17,106,2,7,6,10,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,476
"1161",1965,"Graduation","Married",44375,0,1,73,213,5,28,7,7,41,1,4,1,6,5,"0","0","0","0","0","0","0","Generation X",0,99
"1162",1956,"Graduation","Together",54450,1,1,0,454,0,171,8,19,32,12,9,2,8,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,654
"1163",1965,"Graduation","Married",59594,0,1,74,457,4,29,0,0,9,1,8,1,7,7,"0","1","0","0","0","0","0","Generation X",1,618
"1164",1994,"Graduation","Together",80685,0,0,55,241,45,604,34,26,54,1,6,4,10,2,"0","0","0","0","0","0","0","Millenials",0,677
"1165",1974,"PhD","Married",40344,0,1,48,210,0,6,0,0,2,2,4,1,5,7,"0","0","0","0","0","0","0","Generation X",0,260
"1166",1972,"Graduation","Married",62710,0,1,53,441,35,83,7,29,11,4,4,2,12,4,"0","0","0","0","0","0","0","Generation X",0,403
"1167",1968,"2n Cycle","Married",48985,0,1,13,19,13,18,10,7,8,1,1,1,3,3,"0","0","0","0","0","0","0","Generation X",0,360
"1168",1968,"Graduation","Together",35322,1,2,34,28,9,37,12,7,13,3,2,0,4,8,"0","0","0","0","0","0","0","Generation X",0,677
"1169",1948,"Graduation","Married",77142,0,0,54,476,75,162,29,151,97,1,4,4,8,2,"0","0","0","0","0","0","0","Baby Boomer Generation",0,397
"1170",1969,"Graduation","Single",81657,0,0,69,364,40,425,158,60,50,1,3,4,8,1,"0","0","0","0","0","0","0","Generation X",0,159
"1171",1996,"Basic","Married",14421,0,0,81,0,0,2,3,3,8,1,1,0,2,5,"1","0","0","0","0","0","0","Millenials",1,133
"1172",1974,"2n Cycle","Married",20130,0,0,99,0,6,3,7,6,12,1,1,0,3,8,"0","0","0","0","0","0","0","Generation X",0,105
"1173",1990,"PhD","Married",74214,0,0,3,863,83,547,86,99,33,1,8,2,5,5,"0","0","0","0","0","0","0","Millenials",0,673
"1174",1957,"Master","Married",66726,1,1,61,349,7,35,0,0,47,3,8,2,4,7,"0","1","0","0","0","0","0","Baby Boomer Generation",1,169
"1175",1979,"Basic","Together",23724,1,0,65,5,23,15,0,18,14,2,2,0,3,8,"0","0","0","0","0","0","0","Generation X",0,538
"1176",1960,"Master","Married",47353,0,1,93,184,2,19,8,8,4,3,2,2,6,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,229
"1177",1952,"Master","Married",33444,1,1,24,8,0,8,0,0,2,1,1,0,2,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,604
"1178",1981,"Graduation","Married",54386,0,1,8,277,21,64,62,21,25,2,3,2,10,3,"0","0","0","0","0","0","0","Millenials",0,409
"1179",1981,"Graduation","Divorced",28510,1,1,72,44,5,19,0,4,19,3,2,0,4,5,"0","0","0","0","0","0","0","Millenials",0,443
"1180",1991,"Master","Single",90638,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,"0","0","1","0","0","0","0","Millenials",1,137
"1181",1950,"Graduation","Together",48070,0,1,33,373,14,83,6,9,19,3,8,2,6,7,"0","0","0","0","0","1","0","Baby Boomer Generation",0,533
"1182",1957,"Graduation","Married",43140,0,1,68,134,8,76,6,0,11,1,4,1,5,6,"0","0","0","0","0","0","0","Baby Boomer Generation",0,541
"1183",1961,"PhD","Divorced",54959,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,"0","1","0","0","0","0","1","Baby Boomer Generation",1,527
"1184",1958,"Basic","Single",15056,1,1,76,6,12,3,21,6,40,5,2,2,3,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,423
"1185",1971,"Graduation","Single",26954,1,0,17,4,1,11,0,0,1,1,1,0,2,7,"0","0","0","0","0","0","0","Generation X",0,53
"1186",1985,"Graduation","Single",22327,1,0,94,5,4,8,2,0,5,1,1,0,3,5,"0","0","0","0","0","0","0","Millenials",0,332
"1187",1965,"Graduation","Married",44393,1,1,86,24,2,20,2,2,10,2,1,0,4,4,"0","0","0","0","0","0","0","Generation X",0,312
"1188",1952,"PhD","Single",62000,0,1,25,899,0,101,0,0,20,1,6,6,13,4,"0","0","0","1","0","0","0","Baby Boomer Generation",1,309
"1189",1962,"PhD","Together",31497,0,1,22,108,1,28,13,1,4,2,3,1,4,8,"0","0","0","0","0","0","0","Baby Boomer Generation",0,571
"1190",1974,"2n Cycle","Married",45894,0,2,15,27,2,7,0,2,13,1,1,0,3,5,"0","0","0","0","0","0","0","Generation X",0,123
"1191",1970,"Master","Divorced",78579,0,0,35,816,66,549,216,66,99,1,5,6,4,3,"0","0","0","0","0","0","1","Generation X",0,555
"1192",1969,"Master","Widow",67369,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,"0","1","1","0","0","0","1","Generation X",2,590
"1193",1960,"Graduation","Divorced",58401,0,1,55,10,0,11,17,29,29,1,1,2,2,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,71
"1194",1952,"Graduation","Single",62307,0,1,94,87,13,34,10,6,10,1,4,0,4,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,133
"1195",1969,"Master","Married",43641,1,1,50,57,2,51,4,2,23,3,2,1,4,6,"0","0","0","0","0","0","0","Generation X",0,434
"1196",1968,"Master","Divorced",63841,0,1,64,635,15,100,20,7,131,1,9,3,9,6,"0","0","0","0","0","0","0","Generation X",0,435
"1197",1965,"2n Cycle","Married",46891,0,1,91,43,12,23,29,15,61,1,2,1,4,4,"0","0","0","0","0","0","0","Generation X",0,302
"1198",1969,"Master","Married",70091,1,0,11,964,34,137,15,0,11,2,5,2,10,8,"0","1","0","0","0","0","0","Generation X",1,456
"1199",1972,"PhD","Married",78075,0,0,72,572,8,259,34,35,80,1,3,5,5,1,"0","0","0","0","0","0","0","Generation X",0,86
"1200",1961,"2n Cycle","Widow",59184,0,1,6,341,142,113,259,151,66,3,6,6,12,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,659
"1201",1977,"Graduation","Married",54809,1,1,0,63,6,57,13,13,22,4,2,1,5,4,"0","0","0","0","0","0","0","Generation X",0,292
"1202",1959,"Graduation","Married",58113,0,1,66,221,104,169,102,78,84,3,9,2,8,7,"0","0","0","0","0","1","0","Baby Boomer Generation",0,521
"1203",1958,"Master","Married",51412,0,1,42,140,3,29,4,5,14,2,3,2,4,4,"0","0","0","0","0","0","0","Baby Boomer Generation",0,181
"1204",1979,"Graduation","Divorced",15287,1,0,60,1,2,8,4,3,13,2,1,1,2,7,"1","0","0","0","0","0","1","Generation X",1,628
"1205",1957,"Master","Together",66636,0,0,64,291,10,689,84,10,0,1,3,4,9,1,"0","0","0","0","0","0","0","Baby Boomer Generation",0,317
"1206",1956,"Master","Married",50965,0,1,87,544,13,85,8,6,29,3,10,4,5,8,"1","0","0","0","0","0","0","Baby Boomer Generation",1,495
"1207",1965,"PhD","Married",84618,0,0,96,684,100,801,21,66,0,1,6,9,10,2,"0","0","1","0","0","0","0","Generation X",1,220
"1208",1990,"Graduation","Married",18351,0,0,1,1,12,9,0,14,7,1,2,0,3,7,"0","0","0","0","0","0","0","Millenials",0,244
"1209",1957,"PhD","Together",40451,0,2,54,35,0,4,0,0,10,1,1,1,2,5,"1","0","0","0","0","0","0","Baby Boomer Generation",1,134
"1210",1965,"Graduation","Together",36317,0,1,53,87,3,25,3,2,13,2,3,0,4,7,"0","0","0","0","0","0","0","Generation X",0,404
"1211",1957,"Graduation","Together",42213,0,1,96,309,3,24,4,3,20,2,5,1,7,7,"0","1","0","0","0","0","0","Baby Boomer Generation",1,261
"1212",1955,"Graduation","Together",65748,0,1,58,172,73,93,95,78,34,2,2,4,10,1,"0","0","0","0","0","1","0","Baby Boomer Generation",0,441
"1213",1972,"Graduation","Together",77044,0,1,12,625,38,242,50,34,76,2,7,11,11,4,"1","0","0","0","0","0","0","Generation X",1,246
"1214",1969,"Graduation","Together",74918,0,0,78,972,59,913,25,19,59,1,5,9,6,3,"0","0","1","0","0","0","0","Generation X",1,475
"1215",1972,"Graduation","Married",56721,1,1,64,157,6,39,6,13,75,5,4,1,5,6,"0","0","0","0","0","0","0","Generation X",0,607
"1216",1975,"Graduation","Single",42160,1,1,26,48,9,45,3,15,20,4,2,1,4,6,"0","0","0","0","0","0","1","Generation X",0,367
"1217",1965,"Graduation","Single",61559,0,1,8,279,83,88,32,14,34,1,4,2,10,3,"0","0","0","0","0","0","0","Generation X",0,348
"1218",1963,"PhD","Together",33629,1,1,49,132,0,16,0,0,4,5,3,1,4,9,"0","0","0","0","0","0","0","Baby Boomer Generation",0,691
"1219",1991,"PhD","Together",68682,0,0,56,919,0,505,99,30,45,1,4,9,10,2,"0","0","0","0","0","0","0","Millenials",0,267
"1220",1963,"Graduation","Single",34377,0,1,55,62,0,22,3,1,26,2,2,2,2,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,527
"1221",1986,"Basic","Single",8940,1,0,25,1,45,3,4,6,42,3,3,1,3,8,"0","0","0","0","0","0","0","Millenials",0,677
"1222",1973,"Graduation","Married",26228,1,0,50,2,6,4,3,1,9,1,1,0,2,8,"0","0","0","0","0","0","0","Generation X",0,281
"1223",1957,"2n Cycle","Divorced",77297,0,0,84,408,61,109,48,122,41,1,5,7,9,4,"0","0","0","1","0","0","0","Baby Boomer Generation",1,520
"1224",1981,"Graduation","Married",40211,1,1,30,51,1,7,2,1,25,2,2,1,2,8,"1","0","0","0","0","0","0","Millenials",1,335
"1225",1958,"PhD","Widow",33438,1,1,81,62,1,16,3,2,6,4,2,1,4,5,"0","0","0","0","0","0","0","Baby Boomer Generation",0,281
"1226",1959,"PhD","Married",75032,0,1,74,952,12,180,47,12,12,2,5,4,9,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,428
"1227",1955,"PhD","Single",61284,0,0,76,618,15,106,20,7,45,1,11,2,8,6,"0","1","0","0","0","0","0","Baby Boomer Generation",1,261
"1228",1986,"Graduation","Married",22518,1,0,36,11,7,12,2,2,27,2,2,1,2,5,"1","0","0","0","0","0","1","Millenials",1,616
"1229",1975,"Master","Married",54730,0,1,64,318,3,17,4,7,56,5,4,1,8,4,"0","0","0","0","0","0","0","Generation X",0,319
"1230",1955,"Master","Married",38452,1,1,62,56,0,14,0,0,2,3,3,0,3,7,"0","0","0","0","0","0","0","Baby Boomer Generation",0,92
"1231",1971,"Graduation","Divorced",44421,1,1,53,110,5,59,7,1,7,5,5,0,4,8,"0","0","0","0","0","0","0","Generation X",0,500
"1232",1986,"PhD","Together",38197,1,0,86,23,0,11,2,1,3,1,1,0,3,5,"0","0","0","0","0","0","0","Millenials",0,366
"1233",1978,"Graduation","Divorced",41986,0,1,15,27,5,8,8,3,12,3,3,0,4,4,"0","0","0","0","0","0","0","Generation X",0,141
"1234",1983,"Graduation","Together",28427,1,0,67,18,3,19,3,3,6,2,2,0,3,8,"0","0","0","0","0","0","0","Millenials",0,466
"1235",1976,"PhD","Together",37395,1,0,47,18,0,9,0,1,11,1,1,0,3,6,"0","0","0","0","0","0","0","Generation X",0,59
"1236",1971,"Graduation","Married",64722,1,0,47,303,0,280,60,147,15,4,8,2,11,6,"0","0","0","0","0","0","0","Generation X",0,35
"1237",1956,"Master","Together",55249,0,1,81,97,1,19,2,0,11,1,2,1,4,3,"0","0","0","0","0","0","0","Baby Boomer Generation",0,74
"1238",1972,"Graduation","Together",84906,0,0,98,997,15,414,99,30,76,1,5,6,12,2,"0","1","1","0","1","0","0","Generation X",3,269
